date,lfalls,date_fc,length_fc
2021-04-25,4454,2021-05-25,-30
2021-04-26,4519,2021-05-25,-29
2021-04-27,4295,2021-05-25,-28
2021-04-28,4161,2021-05-25,-27
2021-04-29,4184,2021-05-25,-26
2021-04-30,4365,2021-05-25,-25
2021-05-01,4461,2021-05-25,-24
2021-05-02,4307,2021-05-25,-23
2021-05-03,3998,2021-05-25,-22
2021-05-04,3720,2021-05-25,-21
2021-05-05,4138,2021-05-25,-20
2021-05-06,4349,2021-05-25,-19
2021-05-07,4426,2021-05-25,-18
2021-05-08,4904,2021-05-25,-17
2021-05-09,5431,2021-05-25,-16
2021-05-10,5593,2021-05-25,-15
2021-05-11,5780,2021-05-25,-14
2021-05-12,5494,2021-05-25,-13
2021-05-13,4971,2021-05-25,-12
2021-05-14,4596,2021-05-25,-11
2021-05-15,4293,2021-05-25,-10
2021-05-16,3979,2021-05-25,-9
2021-05-17,3658,2021-05-25,-8
2021-05-18,3335,2021-05-25,-7
2021-05-19,3048,2021-05-25,-6
2021-05-20,2791,2021-05-25,-5
2021-05-21,2568,2021-05-25,-4
2021-05-22,2384,2021-05-25,-3
2021-05-23,2231,2021-05-25,-2
2021-05-24,2093,2021-05-25,-1
2021-05-25,2384,2021-05-25,0
2021-05-26,2238,2021-05-25,1
2021-05-27,2115,2021-05-25,2
2021-05-28,2007,2021-05-25,3
2021-05-29,2352,2021-05-25,4
2021-05-30,2409,2021-05-25,5
2021-05-31,2329,2021-05-25,6
2021-06-01,2315,2021-05-25,7
2021-06-02,2275,2021-05-25,8
2021-06-03,2219,2021-05-25,9
2021-06-04,2164,2021-05-25,10
2021-06-05,2143,2021-05-25,11
2021-06-06,2078,2021-05-25,12
2021-06-07,1999,2021-05-25,13
2021-06-08,1914,2021-05-25,14
2021-06-09,11063,2021-05-25,15
